SEASON_YEAR,"PLAYER_ID","PLAYER_NAME","TEAM_ID","TEAM_ABBREVIATION","TEAM_NAME","GAME_ID","GAME_DATE","MATCHUP","WL","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","PTS","PLUS_MINUS"
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20301147,"2004-04-10T00:00:00","DAL @ SEA","L",33.6666666666667,2,10,0.2,1,3,0.333,0,0,0,2,3,5,3,0,1,1,0,1,0,5,-12
2003-04,952,"Antoine Walker",1610612742,"DAL","Dallas Mavericks",20301147,"2004-04-10T00:00:00","DAL @ SEA","L",24.605,8,15,0.533,1,3,0.333,2,4,0.5,1,6,7,2,3,1,1,2,1,0,19,-7
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20301147,"2004-04-10T00:00:00","DAL @ SEA","L",44.3166666666667,14,18,0.778,1,2,0.5,4,4,1,3,2,5,3,3,2,0,0,2,0,33,-24
2003-04,696,"Travis Best",1610612742,"DAL","Dallas Mavericks",20301147,"2004-04-10T00:00:00","DAL @ SEA","L",23.2333333333333,0,2,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,1,0,0,10
2003-04,281,"Scott Williams",1610612742,"DAL","Dallas Mavericks",20301147,"2004-04-10T00:00:00","DAL @ SEA","L",9,1,3,0.333,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,2,0
2003-04,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20301147,"2004-04-10T00:00:00","DAL @ SEA","L",10.3,1,2,0.5,0,0,0,2,2,1,1,2,3,0,0,0,0,0,0,0,4,1
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20301147,"2004-04-10T00:00:00","DAL @ SEA","L",27.55,3,15,0.2,2,4,0.5,2,2,1,0,6,6,1,1,0,2,2,1,0,10,-31
2003-04,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20301147,"2004-04-10T00:00:00","DAL @ SEA","L",2.41166666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2003-04,1712,"Antawn Jamison",1610612742,"DAL","Dallas Mavericks",20301134,"2004-04-08T00:00:00","DAL vs. UTA","W",24.5733333333333,8,12,0.667,1,1,1,8,9,0.889,5,4,9,0,1,0,0,0,1,0,25,4
2003-04,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20301134,"2004-04-08T00:00:00","DAL vs. UTA","W",27.4833333333333,5,11,0.455,3,5,0.6,1,2,0.5,0,0,0,1,1,2,0,0,3,0,14,7
2003-04,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20301134,"2004-04-08T00:00:00","DAL vs. UTA","W",29.0433333333333,2,5,0.4,0,0,0,2,2,1,1,2,3,8,0,0,1,1,0,0,6,12
2003-04,952,"Antoine Walker",1610612742,"DAL","Dallas Mavericks",20301134,"2004-04-08T00:00:00","DAL vs. UTA","W",30.0666666666667,6,9,0.667,1,1,1,2,4,0.5,1,3,4,3,1,1,0,1,1,0,15,16
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20301134,"2004-04-08T00:00:00","DAL vs. UTA","W",33.9333333333333,7,10,0.7,2,4,0.5,11,11,1,1,3,4,3,0,1,2,1,3,0,27,31
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20301134,"2004-04-08T00:00:00","DAL vs. UTA","W",31.5666666666667,5,12,0.417,2,5,0.4,0,0,0,3,5,8,3,1,1,2,0,5,0,12,14
2003-04,281,"Scott Williams",1610612742,"DAL","Dallas Mavericks",20301134,"2004-04-08T00:00:00","DAL vs. UTA","W",7.38333333333333,1,3,0.333,0,0,0,0,0,0,2,1,3,0,1,0,0,0,2,0,2,-1
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20301134,"2004-04-08T00:00:00","DAL vs. UTA","W",34.5,5,10,0.5,0,0,0,2,2,1,0,5,5,5,0,3,0,1,0,0,12,26
2003-04,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20301134,"2004-04-08T00:00:00","DAL vs. UTA","W",10.55,2,3,0.667,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,4,8
2003-04,696,"Travis Best",1610612742,"DAL","Dallas Mavericks",20301134,"2004-04-08T00:00:00","DAL vs. UTA","W",5.45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,-1
2003-04,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20301134,"2004-04-08T00:00:00","DAL vs. UTA","W",5.45,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20301120,"2004-04-06T00:00:00","DAL vs. SEA","W",15.4166666666667,2,5,0.4,0,2,0,0,0,0,1,2,3,1,0,0,0,0,1,0,4,-5
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20301120,"2004-04-06T00:00:00","DAL vs. SEA","W",35.1666666666667,9,17,0.529,1,2,0.5,4,4,1,2,6,8,2,2,0,4,1,2,0,23,11
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20301120,"2004-04-06T00:00:00","DAL vs. SEA","W",40.5,6,14,0.429,0,0,0,4,4,1,4,2,6,5,1,0,2,2,1,0,16,5
2003-04,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20301120,"2004-04-06T00:00:00","DAL vs. SEA","W",10.3833333333333,4,5,0.8,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,8,15
2003-04,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20301120,"2004-04-06T00:00:00","DAL vs. SEA","W",33.75,5,8,0.625,0,2,0,4,4,1,0,1,1,14,1,0,1,0,1,0,14,5
2003-04,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20301120,"2004-04-06T00:00:00","DAL vs. SEA","W",3.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
2003-04,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20301120,"2004-04-06T00:00:00","DAL vs. SEA","W",43.1,9,18,0.5,4,8,0.5,2,2,1,0,6,6,3,0,1,0,2,0,0,24,21
2003-04,1712,"Antawn Jamison",1610612742,"DAL","Dallas Mavericks",20301120,"2004-04-06T00:00:00","DAL vs. SEA","W",29.7333333333333,8,10,0.8,0,0,0,1,1,1,2,4,6,0,2,0,0,0,3,0,17,0
2003-04,952,"Antoine Walker",1610612742,"DAL","Dallas Mavericks",20301120,"2004-04-06T00:00:00","DAL vs. SEA","W",28.8666666666667,5,10,0.5,0,0,0,2,2,1,1,7,8,5,3,2,2,2,2,0,12,4
2003-04,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20301104,"2004-04-03T00:00:00","DAL vs. PHX","W",10.2166666666667,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,3,10
2003-04,952,"Antoine Walker",1610612742,"DAL","Dallas Mavericks",20301104,"2004-04-03T00:00:00","DAL vs. PHX","W",28.75,5,8,0.625,0,2,0,1,2,0.5,4,5,9,4,3,0,1,1,3,0,11,-1
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20301104,"2004-04-03T00:00:00","DAL vs. PHX","W",26.885,5,6,0.833,1,1,1,3,4,0.75,2,6,8,5,3,0,1,0,2,0,14,24
2003-04,1712,"Antawn Jamison",1610612742,"DAL","Dallas Mavericks",20301104,"2004-04-03T00:00:00","DAL vs. PHX","W",27.55,8,10,0.8,0,0,0,6,6,1,2,5,7,0,2,3,0,0,1,0,22,28
2003-04,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20301104,"2004-04-03T00:00:00","DAL vs. PHX","W",38.8,8,16,0.5,4,8,0.5,0,0,0,1,4,5,4,1,2,2,0,1,0,20,13
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20301104,"2004-04-03T00:00:00","DAL vs. PHX","W",37.7433333333333,5,10,0.5,0,2,0,1,2,0.5,1,4,5,6,0,1,0,0,1,0,11,8
2003-04,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20301104,"2004-04-03T00:00:00","DAL vs. PHX","W",30.3216666666667,4,9,0.444,1,3,0.333,0,0,0,0,0,0,14,3,0,0,0,2,0,9,10
2003-04,696,"Travis Best",1610612742,"DAL","Dallas Mavericks",20301104,"2004-04-03T00:00:00","DAL vs. PHX","W",3.88333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20301104,"2004-04-03T00:00:00","DAL vs. PHX","W",33.9166666666667,14,22,0.636,3,7,0.429,3,3,1,0,7,7,4,1,1,1,0,2,0,34,13
2003-04,281,"Scott Williams",1610612742,"DAL","Dallas Mavericks",20301104,"2004-04-03T00:00:00","DAL vs. PHX","W",1.93333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20301087,"2004-04-01T00:00:00","DAL vs. SAC","W",10.0833333333333,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,5
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20301087,"2004-04-01T00:00:00","DAL vs. SAC","W",40.1166666666667,8,18,0.444,1,2,0.5,10,12,0.833,1,9,10,4,3,2,1,0,5,0,27,1
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20301087,"2004-04-01T00:00:00","DAL vs. SAC","W",37.9666666666667,6,13,0.462,0,2,0,4,4,1,1,5,6,2,3,3,0,0,4,0,16,13
2003-04,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20301087,"2004-04-01T00:00:00","DAL vs. SAC","W",39.6216666666667,8,13,0.615,3,5,0.6,1,1,1,2,2,4,19,2,0,0,0,3,0,20,11
2003-04,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20301087,"2004-04-01T00:00:00","DAL vs. SAC","W",6.395,1,3,0.333,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,-3
2003-04,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20301087,"2004-04-01T00:00:00","DAL vs. SAC","W",42.0333333333333,13,22,0.591,3,8,0.375,0,0,0,1,6,7,1,1,0,1,0,3,0,29,6
2003-04,952,"Antoine Walker",1610612742,"DAL","Dallas Mavericks",20301087,"2004-04-01T00:00:00","DAL vs. SAC","W",22.1633333333333,4,9,0.444,1,3,0.333,0,1,0,1,3,4,3,1,1,0,0,4,0,9,2
2003-04,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20301087,"2004-04-01T00:00:00","DAL vs. SAC","W",18.4366666666667,4,5,0.8,0,0,0,0,0,0,0,3,3,1,0,1,1,0,2,0,8,11
2003-04,1712,"Antawn Jamison",1610612742,"DAL","Dallas Mavericks",20301087,"2004-04-01T00:00:00","DAL vs. SAC","W",23.1833333333333,8,11,0.727,0,0,0,0,0,0,5,3,8,1,2,1,0,1,6,0,16,4
2003-04,952,"Antoine Walker",1610612742,"DAL","Dallas Mavericks",20301073,"2004-03-30T00:00:00","DAL vs. CLE","W",30.75,5,10,0.5,0,1,0,1,2,0.5,4,5,9,2,5,1,1,0,3,0,11,7
2003-04,1504,"Danny Fortson",1610612742,"DAL","Dallas Mavericks",20301073,"2004-03-30T00:00:00","DAL vs. CLE","W",5.93333333333333,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,4
2003-04,696,"Travis Best",1610612742,"DAL","Dallas Mavericks",20301073,"2004-03-30T00:00:00","DAL vs. CLE","W",2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2003-04,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20301073,"2004-03-30T00:00:00","DAL vs. CLE","W",35.075,11,17,0.647,3,4,0.75,6,7,0.857,2,0,2,10,2,1,0,1,1,0,31,12
2003-04,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20301073,"2004-03-30T00:00:00","DAL vs. CLE","W",14.4433333333333,2,3,0.667,0,0,0,0,0,0,1,1,2,3,1,2,2,0,5,0,4,4
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20301073,"2004-03-30T00:00:00","DAL vs. CLE","W",42.85,14,23,0.609,1,2,0.5,6,6,1,2,16,18,4,1,1,1,0,3,0,35,19
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20301073,"2004-03-30T00:00:00","DAL vs. CLE","W",37.8416666666667,7,17,0.412,0,0,0,3,5,0.6,2,2,4,2,3,1,0,1,3,0,17,12
2003-04,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20301073,"2004-03-30T00:00:00","DAL vs. CLE","W",9.75,1,4,0.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,-12
2003-04,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20301073,"2004-03-30T00:00:00","DAL vs. CLE","W",2.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2003-04,1712,"Antawn Jamison",1610612742,"DAL","Dallas Mavericks",20301073,"2004-03-30T00:00:00","DAL vs. CLE","W",20.1066666666667,1,2,0.5,0,0,0,3,4,0.75,3,0,3,0,0,2,0,0,2,0,5,10
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20301073,"2004-03-30T00:00:00","DAL vs. CLE","W",38.25,7,12,0.583,2,2,1,3,6,0.5,3,4,7,2,1,2,1,0,3,0,19,29
2003-04,952,"Antoine Walker",1610612742,"DAL","Dallas Mavericks",20301057,"2004-03-28T00:00:00","DAL @ ORL","W",32.7333333333333,5,11,0.455,0,4,0,0,0,0,2,7,9,4,2,0,0,1,4,0,10,17
2003-04,696,"Travis Best",1610612742,"DAL","Dallas Mavericks",20301057,"2004-03-28T00:00:00","DAL @ ORL","W",6.83833333333333,1,2,0.5,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,2,0
2003-04,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20301057,"2004-03-28T00:00:00","DAL @ ORL","W",28.2833333333333,4,8,0.5,0,1,0,4,4,1,0,2,2,11,2,0,0,0,0,0,12,8
2003-04,1712,"Antawn Jamison",1610612742,"DAL","Dallas Mavericks",20301057,"2004-03-28T00:00:00","DAL @ ORL","W",26.7333333333333,9,13,0.692,1,1,1,2,2,1,5,4,9,2,1,3,1,0,1,0,21,18
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20301057,"2004-03-28T00:00:00","DAL @ ORL","W",34.2333333333333,11,19,0.579,3,3,1,0,1,0,1,8,9,2,0,3,2,0,2,0,25,33
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20301057,"2004-03-28T00:00:00","DAL @ ORL","W",42.0283333333333,8,16,0.5,1,2,0.5,2,2,1,1,11,12,5,1,2,0,0,6,0,19,28
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20301057,"2004-03-28T00:00:00","DAL @ ORL","W",43.7166666666667,9,16,0.563,1,1,1,1,2,0.5,3,2,5,7,0,1,2,0,2,0,20,27
2003-04,1504,"Danny Fortson",1610612742,"DAL","Dallas Mavericks",20301057,"2004-03-28T00:00:00","DAL @ ORL","W",4.93333333333333,0,0,0,0,0,0,2,2,1,1,0,1,1,2,0,1,0,2,0,2,7
2003-04,281,"Scott Williams",1610612742,"DAL","Dallas Mavericks",20301057,"2004-03-28T00:00:00","DAL @ ORL","W",4.85,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2
2003-04,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20301057,"2004-03-28T00:00:00","DAL @ ORL","W",10.3333333333333,2,2,1,0,0,0,1,2,0.5,0,2,2,1,1,0,0,0,0,0,5,6
2003-04,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20301057,"2004-03-28T00:00:00","DAL @ ORL","W",5.31666666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,4
2003-04,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20301041,"2004-03-26T00:00:00","DAL @ MIA","L",43.6216666666667,7,16,0.438,1,4,0.25,3,3,1,1,5,6,7,5,1,0,0,1,0,18,-5
2003-04,1504,"Danny Fortson",1610612742,"DAL","Dallas Mavericks",20301041,"2004-03-26T00:00:00","DAL @ MIA","L",18.155,1,4,0.25,0,0,0,9,9,1,2,5,7,0,1,0,0,1,4,0,11,15
2003-04,952,"Antoine Walker",1610612742,"DAL","Dallas Mavericks",20301041,"2004-03-26T00:00:00","DAL @ MIA","L",25.8833333333333,1,9,0.111,0,0,0,1,2,0.5,2,4,6,4,0,0,0,2,2,0,3,-17
2003-04,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20301041,"2004-03-26T00:00:00","DAL @ MIA","L",22.5266666666667,2,4,0.5,0,0,0,0,0,0,2,4,6,0,1,0,3,0,3,0,4,-6
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20301041,"2004-03-26T00:00:00","DAL @ MIA","L",47.6166666666667,15,23,0.652,0,2,0,1,2,0.5,4,5,9,4,2,3,2,0,1,0,31,7
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20301041,"2004-03-26T00:00:00","DAL @ MIA","L",21.4333333333333,2,7,0.286,0,1,0,2,2,1,2,4,6,1,0,0,0,1,2,0,6,-5
2003-04,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20301041,"2004-03-26T00:00:00","DAL @ MIA","L",4.17333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,-3
2003-04,1712,"Antawn Jamison",1610612742,"DAL","Dallas Mavericks",20301041,"2004-03-26T00:00:00","DAL @ MIA","L",31.9066666666667,9,14,0.643,1,2,0.5,1,2,0.5,2,2,4,0,1,2,0,0,2,0,20,10
2003-04,281,"Scott Williams",1610612742,"DAL","Dallas Mavericks",20301041,"2004-03-26T00:00:00","DAL @ MIA","L",6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,-8
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20301041,"2004-03-26T00:00:00","DAL @ MIA","L",43.0333333333333,9,20,0.45,0,2,0,7,8,0.875,1,11,12,1,4,0,1,0,6,0,25,7
2003-04,696,"Travis Best",1610612742,"DAL","Dallas Mavericks",20301028,"2004-03-24T00:00:00","DAL @ IND","L",8.19333333333333,3,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6
2003-04,281,"Scott Williams",1610612742,"DAL","Dallas Mavericks",20301028,"2004-03-24T00:00:00","DAL @ IND","L",13.6333333333333,0,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,2,0,0,-11
2003-04,1712,"Antawn Jamison",1610612742,"DAL","Dallas Mavericks",20301028,"2004-03-24T00:00:00","DAL @ IND","L",33.25,5,11,0.455,1,1,1,4,4,1,0,3,3,0,0,2,0,1,3,0,15,9
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20301028,"2004-03-24T00:00:00","DAL @ IND","L",33.09,5,12,0.417,1,1,1,2,2,1,1,4,5,1,2,3,0,0,2,0,13,5
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20301028,"2004-03-24T00:00:00","DAL @ IND","L",16.605,3,8,0.375,0,0,0,0,0,0,2,1,3,1,1,1,0,1,0,0,6,-13
2003-04,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20301028,"2004-03-24T00:00:00","DAL @ IND","L",5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-04,952,"Antoine Walker",1610612742,"DAL","Dallas Mavericks",20301028,"2004-03-24T00:00:00","DAL @ IND","L",29.0316666666667,7,11,0.636,1,3,0.333,0,0,0,2,9,11,1,5,1,3,0,2,0,15,-4
2003-04,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20301028,"2004-03-24T00:00:00","DAL @ IND","L",23.905,4,5,0.8,0,0,0,1,2,0.5,2,3,5,2,0,0,1,0,3,0,9,2
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20301028,"2004-03-24T00:00:00","DAL @ IND","L",38.9783333333333,8,19,0.421,1,4,0.25,5,6,0.833,0,7,7,2,2,2,5,0,6,0,22,-8
2003-04,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20301028,"2004-03-24T00:00:00","DAL @ IND","L",38.1333333333333,6,13,0.462,0,1,0,1,2,0.5,1,5,6,14,6,1,0,1,1,0,13,-6
2003-04,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20301013,"2004-03-22T00:00:00","DAL @ PHI","L",39.92,4,14,0.286,2,9,0.222,0,0,0,1,2,3,3,2,4,1,1,4,0,10,-5
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20301013,"2004-03-22T00:00:00","DAL @ PHI","L",21.1466666666667,4,6,0.667,0,0,0,0,0,0,2,2,4,2,1,1,0,0,0,0,8,-6
2003-04,952,"Antoine Walker",1610612742,"DAL","Dallas Mavericks",20301013,"2004-03-22T00:00:00","DAL @ PHI","L",33.4,3,9,0.333,1,2,0.5,2,4,0.5,4,2,6,3,3,1,1,3,2,0,9,-8
2003-04,1504,"Danny Fortson",1610612742,"DAL","Dallas Mavericks",20301013,"2004-03-22T00:00:00","DAL @ PHI","L",6.65,4,4,1,0,0,0,1,1,1,2,0,2,0,0,0,0,0,2,0,9,1
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20301013,"2004-03-22T00:00:00","DAL @ PHI","L",44.1366666666667,11,20,0.55,3,4,0.75,5,7,0.714,0,6,6,2,0,2,0,1,4,0,30,-8
2003-04,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20301013,"2004-03-22T00:00:00","DAL @ PHI","L",5.35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2
2003-04,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20301013,"2004-03-22T00:00:00","DAL @ PHI","L",17.98,1,4,0.25,0,0,0,0,0,0,2,0,2,0,1,0,0,0,4,0,2,-11
2003-04,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20301013,"2004-03-22T00:00:00","DAL @ PHI","L",35.67,4,10,0.4,1,3,0.333,1,1,1,0,2,2,8,4,1,0,0,2,0,10,-8
2003-04,1712,"Antawn Jamison",1610612742,"DAL","Dallas Mavericks",20301013,"2004-03-22T00:00:00","DAL @ PHI","L",23.4166666666667,6,10,0.6,0,0,0,2,4,0.5,5,1,6,1,0,2,1,0,1,0,14,3
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20301013,"2004-03-22T00:00:00","DAL @ PHI","L",12.33,3,6,0.5,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,6,-1
2003-04,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20301004,"2004-03-21T00:00:00","DAL @ NJN","W",41.0833333333333,5,12,0.417,3,4,0.75,2,2,1,2,3,5,16,4,2,0,0,3,0,15,5
2003-04,1712,"Antawn Jamison",1610612742,"DAL","Dallas Mavericks",20301004,"2004-03-21T00:00:00","DAL @ NJN","W",31.9583333333333,9,13,0.692,0,0,0,2,6,0.333,2,3,5,0,2,1,0,1,0,0,20,17
2003-04,1504,"Danny Fortson",1610612742,"DAL","Dallas Mavericks",20301004,"2004-03-21T00:00:00","DAL @ NJN","W",3.96666666666667,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,2,-9
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20301004,"2004-03-21T00:00:00","DAL @ NJN","W",34.8166666666667,7,19,0.368,1,2,0.5,6,6,1,0,5,5,1,2,0,2,0,2,0,21,-2
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20301004,"2004-03-21T00:00:00","DAL @ NJN","W",18.4966666666667,6,7,0.857,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,12,9
2003-04,952,"Antoine Walker",1610612742,"DAL","Dallas Mavericks",20301004,"2004-03-21T00:00:00","DAL @ NJN","W",26.2916666666667,2,6,0.333,0,0,0,0,0,0,1,3,4,3,3,1,0,0,1,0,4,-14
2003-04,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20301004,"2004-03-21T00:00:00","DAL @ NJN","W",37,7,13,0.538,1,4,0.25,0,0,0,1,4,5,4,1,1,0,0,0,0,15,-13
2003-04,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20301004,"2004-03-21T00:00:00","DAL @ NJN","W",8.15,2,4,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,-11
2003-04,281,"Scott Williams",1610612742,"DAL","Dallas Mavericks",20301004,"2004-03-21T00:00:00","DAL @ NJN","W",3.33333333333333,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20301004,"2004-03-21T00:00:00","DAL @ NJN","W",22.6333333333333,3,6,0.5,0,0,0,0,0,0,2,1,3,2,1,1,2,0,3,0,6,20
2003-04,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20301004,"2004-03-21T00:00:00","DAL @ NJN","W",12.27,1,3,0.333,0,0,0,0,0,0,1,2,3,2,0,2,1,0,4,0,2,12
2003-04,2605,"Marquis Daniels",1610612742,"DAL","Dallas Mavericks",20300993,"2004-03-19T00:00:00","DAL vs. BOS","W",18.3333333333333,3,4,0.75,2,3,0.667,4,6,0.667,1,1,2,1,1,1,0,0,2,0,12,-9
2003-04,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20300993,"2004-03-19T00:00:00","DAL vs. BOS","W",31.6,4,15,0.267,0,4,0,0,0,0,2,2,4,4,1,1,0,0,1,0,8,8
2003-04,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20300993,"2004-03-19T00:00:00","DAL vs. BOS","W",40.3983333333333,9,19,0.474,0,0,0,6,6,1,2,5,7,5,3,1,0,0,4,0,24,23
2003-04,2572,"Josh Howard",1610612742,"DAL","Dallas Mavericks",20300993,"2004-03-19T00:00:00","DAL vs. BOS","W",21.3833333333333,7,13,0.538,0,0,0,5,5,1,3,3,6,1,0,2,1,0,1,0,19,3
2003-04,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20300993,"2004-03-19T00:00:00","DAL vs. BOS","W",0.268333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-04,1504,"Danny Fortson",1610612742,"DAL","Dallas Mavericks",20300993,"2004-03-19T00:00:00","DAL vs. BOS","W",4.78333333333333,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,3,7
2003-04,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20300993,"2004-03-19T00:00:00","DAL vs. BOS","W",32.5166666666667,4,6,0.667,2,2,1,3,3,1,0,5,5,10,4,2,1,0,3,0,13,26
