SEASON_YEAR,"PLAYER_ID","PLAYER_NAME","TEAM_ID","TEAM_ABBREVIATION","TEAM_NAME","GAME_ID","GAME_DATE","MATCHUP","WL","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","PTS","PLUS_MINUS"
2000-01,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",22.1666666666667,4,9,0.444,0,1,0,0,0,0,3,4,7,3,1,1,1,0,2,0,8,-7
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",28.7,5,10,0.5,1,3,0.333,4,4,1,1,7,8,3,1,2,4,0,1,0,15,32
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",27.95,10,14,0.714,3,4,0.75,1,2,0.5,1,5,6,7,1,3,1,0,2,0,24,36
2000-01,137,"Vernon Maxwell",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",20.05,0,6,0,0,3,0,1,1,1,0,3,3,2,3,0,0,0,1,0,1,-16
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",25.2833333333333,6,9,0.667,0,1,0,1,1,1,0,4,4,6,2,0,0,0,3,0,13,31
2000-01,95,"Mark Bryant",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",17.2666666666667,2,5,0.4,0,0,0,2,4,0.5,0,1,1,0,0,1,0,0,3,1,6,-6
2000-01,1917,"Wang Zhi-zhi",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",17.515,5,10,0.5,0,1,0,3,4,0.75,0,3,3,0,0,0,0,0,2,0,13,-12
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",9.61833333333333,1,2,0.5,0,0,0,2,2,1,0,1,1,0,1,0,0,0,1,0,4,11
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",16.6166666666667,6,11,0.545,0,0,0,0,0,0,1,6,7,1,0,0,3,2,1,0,12,17
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",25.3183333333333,3,4,0.75,0,1,0,0,0,0,0,2,2,4,0,1,0,0,2,0,6,-3
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",22.6816666666667,6,9,0.667,1,3,0.333,0,0,0,0,2,2,7,2,0,0,0,2,0,13,23
2000-01,2051,"Donnell Harvey",1610612742,"DAL","Dallas Mavericks",20001185,"2001-04-18T00:00:00","DAL vs. MIN","W",6.83333333333333,2,2,1,0,0,0,1,2,0.5,0,1,1,0,3,0,0,0,3,1,5,-6
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001168,"2001-04-16T00:00:00","DAL @ GSW","W",25.6333333333333,1,3,0.333,0,0,0,2,2,1,0,4,4,3,3,0,2,0,4,0,4,-5
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001168,"2001-04-16T00:00:00","DAL @ GSW","W",18.3166666666667,3,3,1,0,0,0,4,4,1,0,9,9,0,2,1,3,0,4,1,10,13
2000-01,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20001168,"2001-04-16T00:00:00","DAL @ GSW","W",10.0766666666667,0,2,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,2,0,0,8
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001168,"2001-04-16T00:00:00","DAL @ GSW","W",31.77,6,9,0.667,3,3,1,2,2,1,1,3,4,6,6,0,0,0,1,0,17,12
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001168,"2001-04-16T00:00:00","DAL @ GSW","W",34.3533333333333,12,18,0.667,0,0,0,6,7,0.857,3,3,6,0,5,0,3,1,4,0,30,1
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001168,"2001-04-16T00:00:00","DAL @ GSW","W",34.1333333333333,2,8,0.25,0,2,0,10,13,0.769,2,2,4,4,1,0,1,1,6,0,14,6
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001168,"2001-04-16T00:00:00","DAL @ GSW","W",25.4666666666667,3,4,0.75,1,1,1,2,2,1,0,2,2,6,0,3,0,0,6,0,9,4
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001168,"2001-04-16T00:00:00","DAL @ GSW","W",45.3,8,18,0.444,3,5,0.6,2,5,0.4,1,5,6,4,0,1,1,1,2,0,21,5
2000-01,137,"Vernon Maxwell",1610612742,"DAL","Dallas Mavericks",20001168,"2001-04-16T00:00:00","DAL @ GSW","W",6.11666666666667,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0
2000-01,1917,"Wang Zhi-zhi",1610612742,"DAL","Dallas Mavericks",20001168,"2001-04-16T00:00:00","DAL @ GSW","W",8.83333333333333,1,3,0.333,0,0,0,3,4,0.75,1,0,1,0,1,0,0,1,2,0,5,1
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001163,"2001-04-15T00:00:00","DAL @ SEA","W",16.15,4,7,0.571,0,0,0,1,3,0.333,2,3,5,1,2,1,1,1,3,0,9,-5
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001163,"2001-04-15T00:00:00","DAL @ SEA","W",45.5,8,19,0.421,4,10,0.4,6,6,1,1,4,5,1,2,2,1,2,1,0,26,2
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001163,"2001-04-15T00:00:00","DAL @ SEA","W",28.2583333333333,3,6,0.5,2,5,0.4,1,2,0.5,0,3,3,3,1,0,0,0,3,0,9,8
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001163,"2001-04-15T00:00:00","DAL @ SEA","W",45.3316666666667,3,11,0.273,0,0,0,5,6,0.833,5,7,12,5,4,0,0,0,3,0,11,17
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001163,"2001-04-15T00:00:00","DAL @ SEA","W",30.3666666666667,4,10,0.4,1,2,0.5,4,4,1,0,4,4,6,3,1,0,0,2,0,13,-6
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001163,"2001-04-15T00:00:00","DAL @ SEA","W",46.8583333333333,7,20,0.35,1,8,0.125,7,9,0.778,3,12,15,4,3,3,2,0,4,0,22,12
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001163,"2001-04-15T00:00:00","DAL @ SEA","W",30.56,4,11,0.364,0,0,0,2,2,1,5,8,13,1,2,0,3,0,2,0,10,19
2000-01,137,"Vernon Maxwell",1610612742,"DAL","Dallas Mavericks",20001163,"2001-04-15T00:00:00","DAL @ SEA","W",21.975,3,5,0.6,1,2,0.5,0,0,0,0,3,3,2,2,1,0,1,1,0,7,-7
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001144,"2001-04-13T00:00:00","DAL vs. SAC","W",27.2833333333333,5,10,0.5,1,1,1,3,3,1,0,1,1,5,3,1,0,0,4,0,14,-5
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001144,"2001-04-13T00:00:00","DAL vs. SAC","W",20.7283333333333,1,4,0.25,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,9
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001144,"2001-04-13T00:00:00","DAL vs. SAC","W",43.2333333333333,5,15,0.333,0,4,0,3,6,0.5,1,5,6,2,2,1,0,1,0,0,13,-2
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001144,"2001-04-13T00:00:00","DAL vs. SAC","W",23.7833333333333,2,5,0.4,0,0,0,3,4,0.75,1,5,6,1,1,3,5,0,5,0,7,-5
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001144,"2001-04-13T00:00:00","DAL vs. SAC","W",30.1166666666667,4,7,0.571,0,1,0,0,0,0,2,13,15,2,1,0,5,0,3,0,8,13
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001144,"2001-04-13T00:00:00","DAL vs. SAC","W",46.855,12,23,0.522,0,0,0,2,2,1,6,6,12,4,4,1,0,0,5,0,26,6
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001144,"2001-04-13T00:00:00","DAL vs. SAC","W",48,11,29,0.379,2,4,0.5,7,9,0.778,1,2,3,4,0,1,0,5,1,0,31,4
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001130,"2001-04-11T00:00:00","DAL @ PHX","L",28.8166666666667,1,2,0.5,0,0,0,2,4,0.5,0,4,4,1,0,0,1,0,5,0,4,1
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001130,"2001-04-11T00:00:00","DAL @ PHX","L",46.8833333333333,11,23,0.478,2,4,0.5,10,11,0.909,1,6,7,4,3,0,0,0,2,0,34,-5
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001130,"2001-04-11T00:00:00","DAL @ PHX","L",37.8533333333333,7,13,0.538,0,1,0,5,6,0.833,0,11,11,1,1,2,1,0,4,0,19,2
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001130,"2001-04-11T00:00:00","DAL @ PHX","L",14.7466666666667,0,2,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,4,0,0,-2
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001130,"2001-04-11T00:00:00","DAL @ PHX","L",44.605,9,16,0.563,0,0,0,5,6,0.833,1,4,5,3,3,3,1,0,4,0,23,0
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001130,"2001-04-11T00:00:00","DAL @ PHX","L",40.72,6,16,0.375,3,10,0.3,3,3,1,0,2,2,5,4,3,1,2,1,0,18,1
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001130,"2001-04-11T00:00:00","DAL @ PHX","L",12.1583333333333,1,3,0.333,0,0,0,0,2,0,2,0,2,1,1,0,0,0,3,0,2,-6
2000-01,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20001130,"2001-04-11T00:00:00","DAL @ PHX","L",14.2166666666667,3,5,0.6,0,0,0,0,0,0,1,3,4,3,0,0,0,0,2,0,6,-16
2000-01,137,"Vernon Maxwell",1610612742,"DAL","Dallas Mavericks",20001120,"2001-04-10T00:00:00","DAL @ SAS","L",7.71666666666667,0,3,0,0,1,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,-3
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001120,"2001-04-10T00:00:00","DAL @ SAS","L",37.4733333333333,6,17,0.353,0,0,0,4,4,1,2,1,3,1,3,1,0,2,4,0,16,-3
2000-01,1917,"Wang Zhi-zhi",1610612742,"DAL","Dallas Mavericks",20001120,"2001-04-10T00:00:00","DAL @ SAS","L",3.29333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-11
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001120,"2001-04-10T00:00:00","DAL @ SAS","L",28.3666666666667,1,6,0.167,0,3,0,0,0,0,0,4,4,5,4,2,0,0,1,0,2,-14
2000-01,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20001120,"2001-04-10T00:00:00","DAL @ SAS","L",5.59333333333333,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,1
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001120,"2001-04-10T00:00:00","DAL @ SAS","L",29.7666666666667,4,8,0.5,0,0,0,2,2,1,4,7,11,3,2,0,2,2,5,0,10,3
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001120,"2001-04-10T00:00:00","DAL @ SAS","L",38.115,7,16,0.438,3,7,0.429,3,3,1,0,7,7,0,3,0,3,0,4,0,20,-12
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001120,"2001-04-10T00:00:00","DAL @ SAS","L",30.825,1,8,0.125,0,1,0,2,2,1,4,5,9,1,1,2,5,3,3,0,4,-6
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001120,"2001-04-10T00:00:00","DAL @ SAS","L",42.0166666666667,9,19,0.474,3,5,0.6,4,7,0.571,2,5,7,3,2,1,0,2,2,0,25,-13
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001120,"2001-04-10T00:00:00","DAL @ SAS","L",16.8333333333333,0,3,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,-2
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001100,"2001-04-07T00:00:00","DAL vs. UTA","L",38.4833333333333,7,13,0.538,0,0,0,10,10,1,0,4,4,2,3,1,0,0,5,0,24,-12
2000-01,1917,"Wang Zhi-zhi",1610612742,"DAL","Dallas Mavericks",20001100,"2001-04-07T00:00:00","DAL vs. UTA","L",1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2000-01,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20001100,"2001-04-07T00:00:00","DAL vs. UTA","L",4.56666666666667,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,-1
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001100,"2001-04-07T00:00:00","DAL vs. UTA","L",17.85,1,1,1,0,0,0,1,2,0.5,1,1,2,0,2,0,1,0,3,1,3,-10
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001100,"2001-04-07T00:00:00","DAL vs. UTA","L",19.2333333333333,3,6,0.5,1,2,0.5,2,2,1,0,1,1,1,1,0,0,0,1,0,9,-9
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001100,"2001-04-07T00:00:00","DAL vs. UTA","L",32.8,3,7,0.429,2,3,0.667,4,4,1,0,2,2,11,4,1,0,0,5,0,12,0
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001100,"2001-04-07T00:00:00","DAL vs. UTA","L",15.6333333333333,3,3,1,0,0,0,3,4,0.75,1,5,6,2,2,1,1,0,5,0,9,-3
2000-01,137,"Vernon Maxwell",1610612742,"DAL","Dallas Mavericks",20001100,"2001-04-07T00:00:00","DAL vs. UTA","L",22.3166666666667,3,6,0.5,2,3,0.667,0,0,0,0,0,0,0,0,2,0,0,2,0,8,-4
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001100,"2001-04-07T00:00:00","DAL vs. UTA","L",44.9833333333333,5,10,0.5,1,5,0.2,3,3,1,1,2,3,4,7,2,1,0,4,0,14,-16
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001100,"2001-04-07T00:00:00","DAL vs. UTA","L",43.0833333333333,7,16,0.438,1,5,0.2,7,7,1,0,9,9,2,4,0,3,0,5,0,22,-9
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001084,"2001-04-05T00:00:00","DAL vs. ATL","W",20.52,4,8,0.5,0,0,0,4,4,1,1,2,3,1,2,1,2,1,4,0,12,-9
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001084,"2001-04-05T00:00:00","DAL vs. ATL","W",34.4,4,14,0.286,1,4,0.25,2,3,0.667,0,1,1,5,2,1,1,2,0,0,11,6
2000-01,1918,"Obinna Ekezie",1610612742,"DAL","Dallas Mavericks",20001084,"2001-04-05T00:00:00","DAL vs. ATL","W",3.05,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,-2
2000-01,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20001084,"2001-04-05T00:00:00","DAL vs. ATL","W",15.8,3,3,1,0,0,0,1,2,0.5,1,0,1,1,0,0,0,0,1,0,7,0
2000-01,1917,"Wang Zhi-zhi",1610612742,"DAL","Dallas Mavericks",20001084,"2001-04-05T00:00:00","DAL vs. ATL","W",8.11333333333333,2,5,0.4,0,1,0,2,2,1,0,3,3,0,0,0,0,1,2,0,6,-6
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001084,"2001-04-05T00:00:00","DAL vs. ATL","W",34.4166666666667,5,12,0.417,3,5,0.6,5,5,1,1,4,5,2,1,5,0,0,1,0,18,15
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001084,"2001-04-05T00:00:00","DAL vs. ATL","W",32.2166666666667,2,4,0.5,1,2,0.5,3,4,0.75,0,2,2,7,1,1,0,0,3,0,8,9
2000-01,137,"Vernon Maxwell",1610612742,"DAL","Dallas Mavericks",20001084,"2001-04-05T00:00:00","DAL vs. ATL","W",10.0833333333333,2,4,0.5,2,3,0.667,0,0,0,0,1,1,0,0,0,0,0,1,0,6,21
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001084,"2001-04-05T00:00:00","DAL vs. ATL","W",27.0333333333333,6,12,0.5,0,1,0,4,5,0.8,5,10,15,0,1,0,3,2,0,0,16,23
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001084,"2001-04-05T00:00:00","DAL vs. ATL","W",31.7,6,14,0.429,0,0,0,8,10,0.8,1,6,7,2,2,1,1,0,3,0,20,15
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001084,"2001-04-05T00:00:00","DAL vs. ATL","W",22.6666666666667,2,5,0.4,0,1,0,0,0,0,0,1,1,6,0,1,0,0,2,0,4,-2
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001069,"2001-04-03T00:00:00","DAL @ HOU","W",8.6,0,1,0,0,0,0,0,0,0,1,3,4,0,0,0,1,0,0,0,0,10
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001069,"2001-04-03T00:00:00","DAL @ HOU","W",40.8683333333333,12,21,0.571,1,3,0.333,2,2,1,2,4,6,3,3,1,0,1,2,0,27,21
2000-01,137,"Vernon Maxwell",1610612742,"DAL","Dallas Mavericks",20001069,"2001-04-03T00:00:00","DAL @ HOU","W",32.95,3,10,0.3,2,5,0.4,0,0,0,0,3,3,4,1,1,0,1,4,0,8,9
2000-01,1918,"Obinna Ekezie",1610612742,"DAL","Dallas Mavericks",20001069,"2001-04-03T00:00:00","DAL @ HOU","W",3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-11
2000-01,1761,"Greg Buckner",1610612742,"DAL","Dallas Mavericks",20001069,"2001-04-03T00:00:00","DAL @ HOU","W",6.98333333333333,1,3,0.333,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,2,4
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001069,"2001-04-03T00:00:00","DAL @ HOU","W",27.8616666666667,3,5,0.6,1,1,1,2,2,1,1,3,4,2,0,0,0,1,1,0,9,9
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001069,"2001-04-03T00:00:00","DAL @ HOU","W",27.5766666666667,8,13,0.615,0,0,0,7,7,1,1,5,6,1,3,0,0,1,4,0,23,12
2000-01,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20001069,"2001-04-03T00:00:00","DAL @ HOU","W",5.23666666666667,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,-12
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001069,"2001-04-03T00:00:00","DAL @ HOU","W",38.0166666666667,7,12,0.583,0,0,0,2,3,0.667,3,3,6,9,4,1,0,0,5,0,16,-3
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001069,"2001-04-03T00:00:00","DAL @ HOU","W",33.24,9,16,0.563,1,7,0.143,1,3,0.333,0,9,9,1,0,1,1,0,4,0,20,21
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001069,"2001-04-03T00:00:00","DAL @ HOU","W",15.6466666666667,1,2,0.5,0,0,0,2,2,1,1,2,3,0,0,1,1,0,5,0,4,0
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001060,"2001-04-01T00:00:00","DAL @ SAC","W",14.8666666666667,5,9,0.556,0,0,0,0,0,0,1,3,4,0,1,2,3,1,5,0,10,4
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001060,"2001-04-01T00:00:00","DAL @ SAC","W",10.7,1,2,0.5,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,2,15
2000-01,137,"Vernon Maxwell",1610612742,"DAL","Dallas Mavericks",20001060,"2001-04-01T00:00:00","DAL @ SAC","W",11.2333333333333,3,4,0.75,1,2,0.5,0,0,0,1,0,1,1,0,0,0,0,1,0,7,4
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001060,"2001-04-01T00:00:00","DAL @ SAC","W",10.4333333333333,0,3,0,0,0,0,0,0,0,4,1,5,0,0,0,1,1,3,0,0,-4
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001060,"2001-04-01T00:00:00","DAL @ SAC","W",44.75,8,21,0.381,2,5,0.4,5,6,0.833,1,5,6,5,3,1,1,0,2,0,23,14
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001060,"2001-04-01T00:00:00","DAL @ SAC","W",40.0166666666667,7,14,0.5,1,4,0.25,3,3,1,0,1,1,12,4,4,0,0,3,0,18,6
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001060,"2001-04-01T00:00:00","DAL @ SAC","W",45.8833333333333,15,27,0.556,0,0,0,2,3,0.667,2,10,12,5,4,3,0,1,2,0,32,10
2000-01,1761,"Greg Buckner",1610612742,"DAL","Dallas Mavericks",20001060,"2001-04-01T00:00:00","DAL @ SAC","W",14.565,1,2,0.5,0,0,0,0,0,0,2,2,4,1,0,0,0,0,1,0,2,-1
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001060,"2001-04-01T00:00:00","DAL @ SAC","W",47.5516666666667,9,15,0.6,5,7,0.714,2,2,1,1,10,11,3,1,0,1,0,4,0,25,12
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001044,"2001-03-30T00:00:00","DAL @ LAL","L",40.4,7,13,0.538,3,5,0.6,7,12,0.583,3,6,9,3,0,2,1,1,2,0,24,-4
2000-01,1918,"Obinna Ekezie",1610612742,"DAL","Dallas Mavericks",20001044,"2001-03-30T00:00:00","DAL @ LAL","L",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01,1761,"Greg Buckner",1610612742,"DAL","Dallas Mavericks",20001044,"2001-03-30T00:00:00","DAL @ LAL","L",17.9,1,1,1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,4,0,2,-5
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001044,"2001-03-30T00:00:00","DAL @ LAL","L",27.6333333333333,5,9,0.556,0,0,0,0,0,0,1,3,4,2,0,3,3,1,5,0,10,2
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001044,"2001-03-30T00:00:00","DAL @ LAL","L",41.45,8,18,0.444,0,3,0,2,5,0.4,1,3,4,3,1,0,0,0,1,0,18,-2
2000-01,2059,"Eduardo Najera",1610612742,"DAL","Dallas Mavericks",20001044,"2001-03-30T00:00:00","DAL @ LAL","L",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001044,"2001-03-30T00:00:00","DAL @ LAL","L",27.7333333333333,5,13,0.385,0,2,0,0,0,0,0,2,2,4,5,0,0,3,1,0,10,-18
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001044,"2001-03-30T00:00:00","DAL @ LAL","L",37.0666666666667,3,5,0.6,0,0,0,0,0,0,0,2,2,4,1,1,0,0,3,0,6,-12
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001044,"2001-03-30T00:00:00","DAL @ LAL","L",22.8,6,10,0.6,0,0,0,0,0,0,0,3,3,0,0,2,1,0,4,0,12,-7
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001044,"2001-03-30T00:00:00","DAL @ LAL","L",23.0166666666667,3,7,0.429,1,3,0.333,0,0,0,0,1,1,6,1,2,0,0,1,0,7,1
2000-01,714,"Michael Finley",1610612742,"DAL","Dallas Mavericks",20001029,"2001-03-28T00:00:00","DAL @ POR","W",45.2333333333333,10,20,0.5,3,6,0.5,0,0,0,4,2,6,3,1,1,0,2,0,0,23,6
2000-01,1916,"Calvin Booth",1610612742,"DAL","Dallas Mavericks",20001029,"2001-03-28T00:00:00","DAL @ POR","W",23.7383333333333,2,3,0.667,0,0,0,0,0,0,2,3,5,2,1,0,3,0,5,0,4,1
2000-01,1761,"Greg Buckner",1610612742,"DAL","Dallas Mavericks",20001029,"2001-03-28T00:00:00","DAL @ POR","W",18.2933333333333,4,6,0.667,0,0,0,1,1,1,1,4,5,4,0,2,0,0,3,0,9,7
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001029,"2001-03-28T00:00:00","DAL @ POR","W",22.4166666666667,0,4,0,0,0,0,1,2,0.5,1,4,5,2,1,0,0,0,4,0,1,1
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001029,"2001-03-28T00:00:00","DAL @ POR","W",42.645,6,14,0.429,3,9,0.333,4,4,1,0,14,14,2,4,2,2,1,4,0,19,16
2000-01,959,"Steve Nash",1610612742,"DAL","Dallas Mavericks",20001029,"2001-03-28T00:00:00","DAL @ POR","W",31.3383333333333,5,12,0.417,2,4,0.5,2,2,1,0,3,3,8,5,0,0,1,2,0,14,17
2000-01,436,"Juwan Howard",1610612742,"DAL","Dallas Mavericks",20001029,"2001-03-28T00:00:00","DAL @ POR","W",37.9466666666667,11,21,0.524,0,0,0,2,4,0.5,1,5,6,3,3,1,0,0,5,0,24,5
2000-01,458,"Howard Eisley",1610612742,"DAL","Dallas Mavericks",20001029,"2001-03-28T00:00:00","DAL @ POR","W",18.3883333333333,0,3,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,2,0,0,-3
2000-01,1717,"Dirk Nowitzki",1610612742,"DAL","Dallas Mavericks",20001013,"2001-03-26T00:00:00","DAL @ UTA","W",40.6016666666667,5,18,0.278,2,8,0.25,15,17,0.882,1,12,13,2,1,1,0,2,3,0,27,19
2000-01,762,"Shawn Bradley",1610612742,"DAL","Dallas Mavericks",20001013,"2001-03-26T00:00:00","DAL @ UTA","W",28.1183333333333,2,6,0.333,0,0,0,4,4,1,2,5,7,0,0,0,4,0,1,0,8,3
